Year;variable2;cod;variable;bd;area;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCIELO);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCOPUS);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría;Producción bibliográfica de autores vinculados a la institución por tipo de coautoría (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto;Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (WOS core collection);Promedio de citas de documentos publicados por autores vinculados a la institución;Promedio de citas de documentos publicados por autores vinculados a la institución. (SCIELO);Promedio de citas de documentos publicados por autores vinculados a la institución. (SCOPUS);Promedio de citas de documentos publicados por autores vinculados a la institución. (WOS core collection);Departamento
2010;Articulo;9999;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2567;NA;NA;NA;NA;NA
2010;Articulo;NA;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
2010;Articulo;NA;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;NA;NA;NA;NA;NA;NA
2010;Articulo;NA;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;89;NA;NA;NA;NA;NA;NA;NA;NA
2010;Articulo;NA;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;NA;NA;NA;NA;NA
2010;Citas;0;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,57;NA;NA;Nacional
2010;Citas;0;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,07;NA;Nacional
2010;Citas;0;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,05;NA;NA;NA;Nacional
2010;Citas;0;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,34;Nacional
2010;Citas;11;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,36;NA;NA;Bogotá
2010;Citas;11;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,65;NA;Bogotá
2010;Citas;11;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,04;NA;NA;NA;Bogotá
2010;Citas;11;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,38;Bogotá
2010;Citas;13;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,15;NA;NA;Bolívar
2010;Citas;13;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37,2;NA;Bolívar
2010;Citas;13;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,96;NA;NA;NA;Bolívar
2010;Citas;13;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37,16;Bolívar
2010;Citas;15;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,71;NA;NA;Boyacá
2010;Citas;15;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,46;NA;Boyacá
2010;Citas;15;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,97;NA;NA;NA;Boyacá
2010;Citas;15;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,11;Boyacá
2010;Citas;17;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,53;NA;NA;Caldas
2010;Citas;17;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,01;NA;Caldas
2010;Citas;17;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,36;NA;NA;NA;Caldas
2010;Citas;17;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,99;Caldas
2010;Citas;18;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,17;NA;NA;Caquetá
2010;Citas;18;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,06;NA;Caquetá
2010;Citas;18;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,83;NA;NA;NA;Caquetá
2010;Citas;18;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,56;Caquetá
2010;Citas;19;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,76;NA;NA;Cauca
2010;Citas;19;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35,92;NA;Cauca
2010;Citas;19;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,46;NA;NA;NA;Cauca
2010;Citas;19;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,48;Cauca
2010;Citas;20;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,29;NA;NA;Cesar
2010;Citas;20;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,53;NA;Cesar
2010;Citas;20;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,88;NA;NA;NA;Cesar
2010;Citas;20;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;Cesar
2010;Citas;23;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,55;NA;NA;Córdoba
2010;Citas;23;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,54;NA;Córdoba
2010;Citas;23;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,88;NA;NA;NA;Córdoba
2010;Citas;23;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,52;Córdoba
2010;Citas;25;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,52;NA;NA;Cundinamarca
2010;Citas;25;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,04;NA;Cundinamarca
2010;Citas;25;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,89;NA;NA;NA;Cundinamarca
2010;Citas;25;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,48;Cundinamarca
2010;Citas;27;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,33;NA;NA;Chocó
2010;Citas;27;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,9;NA;Chocó
2010;Citas;27;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,29;NA;NA;NA;Chocó
2010;Citas;27;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,67;Chocó
2010;Citas;41;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,34;NA;NA;Huila
2010;Citas;41;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89,02;NA;Huila
2010;Citas;41;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,75;NA;NA;NA;Huila
2010;Citas;41;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,22;Huila
2010;Citas;44;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2;NA;NA;Guajira
2010;Citas;44;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,33;NA;Guajira
2010;Citas;44;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,56;NA;NA;NA;Guajira
2010;Citas;44;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,17;Guajira
2010;Citas;47;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,81;NA;NA;Magdalena
2010;Citas;47;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,81;NA;Magdalena
2010;Citas;47;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,8;NA;NA;NA;Magdalena
2010;Citas;47;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,55;Magdalena
2010;Citas;5;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,28;NA;NA;Antioquia
2010;Citas;5;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,73;NA;Antioquia
2010;Citas;5;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,17;NA;NA;NA;Antioquia
2010;Citas;5;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,23;Antioquia
2010;Citas;50;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,15;NA;NA;Meta
2010;Citas;50;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,58;NA;Meta
2010;Citas;50;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,17;NA;NA;NA;Meta
2010;Citas;50;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,42;Meta
2010;Citas;52;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,22;NA;NA;Narińo
2010;Citas;52;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61,62;NA;Narińo
2010;Citas;52;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42,56;NA;NA;NA;Narińo
2010;Citas;52;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,89;Narińo
2010;Citas;54;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,61;NA;NA;Norte de Santander
2010;Citas;54;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,73;NA;Norte de Santander
2010;Citas;54;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,41;NA;NA;NA;Norte de Santander
2010;Citas;54;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,58;Norte de Santander
2010;Citas;63;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,56;NA;NA;Quindío
2010;Citas;63;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,97;NA;Quindío
2010;Citas;63;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,97;NA;NA;NA;Quindío
2010;Citas;63;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41,8;Quindío
2010;Citas;66;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;Risaralda
2010;Citas;66;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,15;NA;Risaralda
2010;Citas;66;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,23;NA;NA;NA;Risaralda
2010;Citas;66;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,45;Risaralda
2010;Citas;68;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,76;NA;NA;Santander
2010;Citas;68;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,49;NA;Santander
2010;Citas;68;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,77;NA;NA;NA;Santander
2010;Citas;68;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,35;Santander
2010;Citas;70;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,06;NA;NA;Sucre
2010;Citas;70;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,92;NA;Sucre
2010;Citas;70;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,62;NA;NA;NA;Sucre
2010;Citas;70;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,51;Sucre
2010;Citas;73;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,2;NA;NA;Tolima
2010;Citas;73;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,24;NA;Tolima
2010;Citas;73;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,26;NA;NA;NA;Tolima
2010;Citas;73;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,65;Tolima
2010;Citas;76;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,74;NA;NA;Valle del Cauca
2010;Citas;76;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,63;NA;Valle del Cauca
2010;Citas;76;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,2;NA;NA;NA;Valle del Cauca
2010;Citas;76;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,44;Valle del Cauca
2010;Citas;8;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,84;NA;NA;Atlántico
2010;Citas;8;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,68;NA;Atlántico
2010;Citas;8;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,73;NA;NA;NA;Atlántico
2010;Citas;8;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,04;Atlántico
2010;Citas;88;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;NA;NA;San Andrés y Providencia
2010;Citas;88;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91,71;NA;San Andrés y Providencia
2010;Citas;88;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91,71;NA;NA;NA;San Andrés y Providencia
2010;Citas;88;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;117,2;San Andrés y Providencia
2010;Citas;91;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;NA;Amazonas
2010;Citas;91;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;NA;NA;NA;Amazonas
2010;Citas;91;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;Amazonas
2010;Citas;97;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,5;NA;NA;Vaupés
2010;Citas;97;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;Vaupés
2010;Citas;97;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,12;NA;NA;NA;Vaupés
2010;Citas;97;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;Vaupés
2010;Citas;99;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;Vichada
2010;Citas;99;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;Vichada
2010;Citas;99;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;Vichada
2010;Citas;99;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;Vichada
2010;Citas;9999;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,84;NA;NA;NA
2010;Citas;9999;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,78;NA;NA
2010;Citas;9999;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,7;NA;NA;NA;NA
2010;Citas;9999;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,11;NA
2010;Citas;NA;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,6;NA;NA;NA
2010;Citas;NA;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,83;NA;NA
2010;Citas;NA;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,76;NA;NA;NA;NA
2010;Citas;NA;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,46;NA
2010;Coautoria Nacional;0;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;93;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2010;Coautoria Nacional;0;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;205;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2010;Coautoria Nacional;0;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2010;Coautoria Nacional;0;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2010;Coautoria Nacional;11;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;934;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2010;Coautoria Nacional;11;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;1249;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2010;Coautoria Nacional;11;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;2290;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2010;Coautoria Nacional;11;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2010;Coautoria Nacional;13;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2010;Coautoria Nacional;13;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;52;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2010;Coautoria Nacional;13;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2010;Coautoria Nacional;13;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2010;Coautoria Nacional;15;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2010;Coautoria Nacional;15;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2010;Coautoria Nacional;15;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2010;Coautoria Nacional;15;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2010;Coautoria Nacional;17;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2010;Coautoria Nacional;17;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;55;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2010;Coautoria Nacional;17;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2010;Coautoria Nacional;17;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2010;Coautoria Nacional;18;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2010;Coautoria Nacional;18;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2010;Coautoria Nacional;18;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2010;Coautoria Nacional;18;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2010;Coautoria Nacional;19;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2010;Coautoria Nacional;19;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;31;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2010;Coautoria Nacional;19;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2010;Coautoria Nacional;19;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2010;Coautoria Nacional;20;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2010;Coautoria Nacional;20;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2010;Coautoria Nacional;20;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
